"No.","Time","signal strength","Source","Destination","Info","Length"
"193","7.349953857","-50 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=427/43777, ttl=64","161"
"194","7.350773225","-51 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=427/43777, ttl=64","161"
"195","7.350797683","-50 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=427/43777, ttl=64","161"
"196","7.351946464","-51 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=427/43777, ttl=64","161"
"197","7.351984479","-51 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=334/19969, ttl=64","161"
"198","7.352001584","-51 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=334/19969, ttl=64","161"
"199","7.352020423","-50 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=334/19969, ttl=64","161"
"200","7.353235924","-51 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=334/19969, ttl=64","161"
"201","7.354053000","-53 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=334/19969, ttl=64","161"
"202","7.898722450","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=428/44033, ttl=64 (no response found!)","161"
"203","7.958768969","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=428/44033, ttl=64 (no response found!)","161"
"204","7.958794512","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=428/44033, ttl=64 (no response found!)","161"
"205","7.958810276","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=428/44033, ttl=64 (no response found!)","161"
"206","7.959266829","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=428/44033, ttl=64 (no response found!)","161"
"207","7.960292609","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=428/44033, ttl=64 (reply in 208)","161"
"208","7.961437360","-67 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=428/44033, ttl=64 (request in 207)","172"
"209","7.963726924","-54 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=428/44033, ttl=64","161"
"218","8.120996820","-64 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=335/20225, ttl=64 (no response found!)","172"
"219","8.123339887","-52 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=335/20225, ttl=64 (no response found!)","161"
"220","8.123363825","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=335/20225, ttl=64 (reply in 221)","161"
"221","8.125881810","-65 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=335/20225, ttl=64 (request in 220)","172"
"222","8.128116909","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=335/20225, ttl=64","161"
"223","8.900878997","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=429/44289, ttl=64 (no response found!)","161"
"228","9.176274312","-67 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=336/20481, ttl=64 (no response found!)","172"
"229","9.190947146","","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=429/44289, ttl=64 (reply in 231)","162"
"230","9.190978355","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=336/20481, ttl=64 (reply in 232)","172"
"231","9.196063661","-70 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=429/44289, ttl=64 (request in 229)","172"
"232","9.196429783","-68 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=336/20481, ttl=64 (request in 230)","172"
"233","9.198688062","-53 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=429/44289, ttl=64","161"
"234","9.198730047","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=336/20481, ttl=64","161"
"240","9.901153972","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=430/44545, ttl=64 (no response found!)","161"
"241","9.902542522","-61 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=430/44545, ttl=64 (no response found!)","161"
"250","10.111835902","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=430/44545, ttl=64 (no response found!)","161"
"251","10.111853322","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=430/44545, ttl=64 (no response found!)","161"
"252","10.112643065","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=430/44545, ttl=64 (no response found!)","161"
"253","10.113870825","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=430/44545, ttl=64 (reply in 254)","161"
"254","10.116534215","-70 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=430/44545, ttl=64 (request in 253)","172"
"255","10.118260338","-54 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=430/44545, ttl=64","161"
"256","10.162007376","-66 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (no response found!)","172"
"257","10.165380466","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (no response found!)","161"
"259","10.165436988","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (no response found!)","161"
"260","10.165453259","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (no response found!)","161"
"261","10.165469801","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (no response found!)","161"
"262","10.165486299","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (no response found!)","161"
"263","10.167009930","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (no response found!)","161"
"264","10.167800868","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=337/20737, ttl=64 (reply in 265)","161"
"265","10.169681166","-69 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=337/20737, ttl=64 (request in 264)","172"
"266","10.171704185","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=337/20737, ttl=64","161"
"267","10.900793728","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=431/44801, ttl=64 (no response found!)","161"
"270","11.032630121","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=431/44801, ttl=64 (reply in 271)","161"
"271","11.035932401","-66 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=431/44801, ttl=64 (request in 270)","172"
"272","11.038022234","-54 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=431/44801, ttl=64","161"
"273","11.199027965","-65 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=338/20993, ttl=64 (no response found!)","172"
"274","11.201006517","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=338/20993, ttl=64 (reply in 275)","161"
"275","11.204381332","-66 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=338/20993, ttl=64 (request in 274)","172"
"276","11.210445033","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=338/20993, ttl=64","161"
"299","11.901972349","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=432/45057, ttl=64 (no response found!)","161"
"300","11.956207111","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=432/45057, ttl=64 (reply in 301)","161"
"301","11.960745968","-70 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=432/45057, ttl=64 (request in 300)","172"
"302","11.963030168","-54 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=432/45057, ttl=64","161"
"311","12.247525512","-63 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=339/21249, ttl=64 (no response found!)","172"
"312","12.249471470","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=339/21249, ttl=64 (reply in 314)","161"
"314","12.251427712","-70 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=339/21249, ttl=64 (request in 312)","172"
"315","12.253608401","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=339/21249, ttl=64","161"
"316","12.903947932","-61 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=433/45313, ttl=64 (no response found!)","161"
"322","13.127239844","-66 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=340/21505, ttl=64 (no response found!)","172"
"323","13.184549055","","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=433/45313, ttl=64 (reply in 327)","162"
"324","13.184575775","-53 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=340/21505, ttl=64 (no response found!)","172"
"325","13.185793670","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=340/21505, ttl=64 (no response found!)","161"
"326","13.185818420","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=340/21505, ttl=64 (reply in 328)","161"
"327","13.187657003","-71 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=433/45313, ttl=64 (request in 323)","172"
"328","13.188074659","-70 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=340/21505, ttl=64 (request in 326)","172"
"329","13.190045477","-54 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=433/45313, ttl=64","161"
"330","13.190086052","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=340/21505, ttl=64","161"
"335","13.904795871","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=434/45569, ttl=64 (no response found!)","161"
"344","14.129091113","-63 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=341/21761, ttl=64 (no response found!)","172"
"345","14.412231468","","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=434/45569, ttl=64 (no response found!)","162"
"346","14.412260732","-53 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0580, seq=341/21761, ttl=64 (reply in 352)","172"
"347","14.413194562","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=434/45569, ttl=64 (no response found!)","161"
"348","14.413218894","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=434/45569, ttl=64 (no response found!)","161"
"349","14.414212145","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=434/45569, ttl=64 (no response found!)","161"
"350","14.415002229","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=434/45569, ttl=64 (reply in 351)","161"
"351","14.416932744","-70 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=434/45569, ttl=64 (request in 350)","172"
"352","14.417207593","-70 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=341/21761, ttl=64 (request in 346)","172"
"353","14.418871469","-54 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0611, seq=434/45569, ttl=64","161"
"354","14.909434709","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=435/45825, ttl=64 (no response found!)","161"
"356","15.014753899","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0580, seq=341/21761, ttl=64","161"
"358","15.026233883","-53 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0611, seq=435/45825, ttl=64 (reply in 359)","161"
