"No.","Time","signal strength","Source","Destination","Info","Length"
"87","4.623360645","-52 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=30/7680, ttl=64 (reply in 88)","158"
"88","4.625685997","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=30/7680, ttl=64 (request in 87)","161"
"89","4.640288430","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=72/18432, ttl=64 (request in 82)","161"
"90","4.640311863","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=72/18432, ttl=64","161"
"91","4.640327490","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=72/18432, ttl=64","161"
"92","4.640342165","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=72/18432, ttl=64","161"
"93","4.640357968","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=72/18432, ttl=64","161"
"101","5.399315044","-52 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=73/18688, ttl=64 (reply in 102)","158"
"102","5.401258431","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=73/18688, ttl=64 (request in 101)","161"
"106","5.621830484","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=31/7936, ttl=64 (no response found!)","161"
"107","5.623579586","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=31/7936, ttl=64 (no response found!)","158"
"108","5.624574853","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=31/7936, ttl=64 (reply in 109)","158"
"109","5.632041629","-55 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=31/7936, ttl=64 (request in 108)","161"
"118","6.397887395","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=74/18944, ttl=64 (reply in 119)","161"
"119","6.404530445","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=74/18944, ttl=64 (request in 118)","161"
"120","6.404554324","-52 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=74/18944, ttl=64","161"
"121","6.404569390","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=74/18944, ttl=64","161"
"122","6.405213740","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=74/18944, ttl=64","161"
"123","6.405778982","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=74/18944, ttl=64","161"
"136","6.623568426","-54 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=32/8192, ttl=64 (no response found!)","161"
"137","6.625372574","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=32/8192, ttl=64 (reply in 138)","161"
"138","6.627067615","-87 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=32/8192, ttl=64 (request in 137)","172"
"139","6.629149978","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=32/8192, ttl=64","161"
"144","7.398453546","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=75/19200, ttl=64 (reply in 145)","161"
"145","7.403260421","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=75/19200, ttl=64 (request in 144)","161"
"146","7.403283880","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=75/19200, ttl=64","161"
"151","7.624433482","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=33/8448, ttl=64 (no response found!)","161"
"152","7.710511883","","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=33/8448, ttl=64 (reply in 153)","162"
"153","7.719968201","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=33/8448, ttl=64 (request in 152)","161"
"156","8.401572901","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=76/19456, ttl=64 (reply in 157)","161"
"157","8.405444854","-52 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=76/19456, ttl=64 (request in 156)","161"
"159","8.625737763","-54 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=34/8704, ttl=64 (no response found!)","161"
"160","8.627255213","-54 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=34/8704, ttl=64 (no response found!)","161"
"161","8.629868355","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=34/8704, ttl=64 (no response found!)","161"
"162","8.629887646","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=34/8704, ttl=64 (no response found!)","161"
"163","8.631028605","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=34/8704, ttl=64 (no response found!)","161"
"164","8.631868217","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=34/8704, ttl=64 (no response found!)","161"
"175","9.403925507","-55 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=77/19712, ttl=64 (reply in 184)","161"
"180","9.629275598","-56 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=35/8960, ttl=64 (no response found!)","161"
"181","9.630931611","-53 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=35/8960, ttl=64 (reply in 186)","161"
"184","9.715238330","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=77/19712, ttl=64 (request in 175)","161"
"185","9.715267588","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=77/19712, ttl=64","161"
"186","9.717596073","-52 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=35/8960, ttl=64 (request in 181)","161"
"191","10.401311743","-71 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=78/19968, ttl=64 (no response found!)","172"
"197","10.577585864","-55 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=78/19968, ttl=64 (no response found!)","161"
"198","10.579970096","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=78/19968, ttl=64 (no response found!)","161"
"199","10.579994312","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=78/19968, ttl=64 (reply in 200)","161"
"200","10.593773979","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=78/19968, ttl=64 (request in 199)","161"
"201","10.593798918","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=78/19968, ttl=64","161"
"202","10.594422130","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=78/19968, ttl=64","161"
"203","10.595979180","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=78/19968, ttl=64","161"
"204","10.596000507","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=78/19968, ttl=64","161"
"215","11.602233745","-55 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=79/20224, ttl=64 (reply in 219)","161"
"216","11.677542908","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=37/9472, ttl=64 (no response found!)","161"
"217","11.679195957","-54 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=37/9472, ttl=64 (reply in 218)","161"
"218","12.044118184","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=37/9472, ttl=64 (request in 217)","161"
"219","12.044155976","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=79/20224, ttl=64 (request in 215)","161"
"226","12.420966922","-55 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=80/20480, ttl=64 (no response found!)","161"
"227","12.420991661","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=80/20480, ttl=64 (no response found!)","161"
"228","12.421007111","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=80/20480, ttl=64 (no response found!)","161"
"229","12.422365302","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=80/20480, ttl=64 (no response found!)","161"
"230","12.423280661","-54 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=80/20480, ttl=64 (reply in 231)","158"
"231","12.431592434","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=80/20480, ttl=64 (request in 230)","161"
"232","12.431616403","-52 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=80/20480, ttl=64","161"
"233","12.431631379","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=80/20480, ttl=64","161"
"242","12.679035105","-54 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=38/9728, ttl=64 (no response found!)","161"
"243","12.728017384","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=38/9728, ttl=64 (no response found!)","158"
"244","12.729129584","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=38/9728, ttl=64 (reply in 245)","158"
"245","12.737227721","-51 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=38/9728, ttl=64 (request in 244)","161"
"250","13.406147480","-57 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=81/20736, ttl=64 (no response found!)","158"
"251","13.407056181","-57 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=81/20736, ttl=64 (reply in 253)","158"
"253","13.444755901","-52 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=81/20736, ttl=64 (request in 251)","161"
"259","13.680268444","-56 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (no response found!)","161"
"260","13.680306516","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (no response found!)","161"
"261","13.682080242","-56 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (no response found!)","158"
"268","13.855827362","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (no response found!)","158"
"269","13.855854169","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (no response found!)","158"
"270","13.857577437","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (no response found!)","158"
"271","13.858623012","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (no response found!)","158"
"272","13.860793364","-53 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=39/9984, ttl=64 (reply in 273)","158"
"273","13.872348896","-52 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=39/9984, ttl=64 (request in 272)","161"
"277","14.471045300","-53 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=82/20992, ttl=64 (no response found!)","158"
"278","14.473477808","-53 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=82/20992, ttl=64 (no response found!)","158"
"279","14.475329059","-53 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=82/20992, ttl=64 (reply in 280)","158"
"280","14.484902257","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=82/20992, ttl=64 (request in 279)","161"
"281","14.682407893","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=40/10240, ttl=64 (no response found!)","161"
"282","14.778438773","-53 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=40/10240, ttl=64 (no response found!)","158"
"283","14.782274838","-52 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=40/10240, ttl=64 (reply in 284)","158"
"284","14.799848581","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=40/10240, ttl=64 (request in 283)","161"
"294","15.494575555","-53 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=83/21248, ttl=64 (reply in 295)","158"
"295","15.502312631","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=83/21248, ttl=64 (request in 294)","161"
"296","15.502336599","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=83/21248, ttl=64","161"
"299","15.683074172","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=41/10496, ttl=64 (no response found!)","161"
"300","15.686000215","-53 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=41/10496, ttl=64 (reply in 301)","158"
"301","15.689031565","-55 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=41/10496, ttl=64 (request in 300)","161"
"302","15.689056941","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=41/10496, ttl=64","161"
"305","16.408311601","-68 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=84/21504, ttl=64 (no response found!)","172"
"307","16.620052801","-57 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=84/21504, ttl=64 (reply in 318)","158"
"308","16.684274747","-54 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=42/10752, ttl=64 (no response found!)","161"
"309","16.686186229","-56 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=42/10752, ttl=64 (no response found!)","158"
"310","16.687052781","-56 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=42/10752, ttl=64 (no response found!)","158"
"311","16.687956139","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=42/10752, ttl=64 (reply in 312)","158"
"312","16.761810538","-53 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=42/10752, ttl=64 (request in 311)","161"
"313","16.761834796","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=42/10752, ttl=64","161"
"314","16.763524151","-55 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=42/10752, ttl=64","161"
"315","16.771190451","-55 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=42/10752, ttl=64","161"
"316","16.773590610","-53 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=42/10752, ttl=64","161"
"318","16.854250497","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=84/21504, ttl=64 (request in 307)","161"
"325","17.644426651","-57 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=85/21760, ttl=64 (reply in 338)","158"
"329","17.685637770","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","161"
"330","17.688023183","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","158"
"331","17.688788312","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","158"
"332","17.689764560","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","158"
"333","17.691437249","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","158"
"334","17.693243312","-52 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","158"
"335","17.693957570","-56 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","161"
"336","17.700895711","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","158"
"337","17.705423661","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=43/11008, ttl=64 (no response found!)","158"
"338","17.745720051","-53 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=85/21760, ttl=64 (request in 325)","161"
"354","18.465533887","-58 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=86/22016, ttl=64 (no response found!)","158"
"355","18.466161656","-57 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=86/22016, ttl=64 (no response found!)","158"
"356","18.467073514","-58 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=86/22016, ttl=64 (no response found!)","158"
"357","18.467970114","-58 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=86/22016, ttl=64 (no response found!)","158"
"358","18.470019314","-52 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=86/22016, ttl=64 (reply in 366)","158"
"359","18.717115532","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=44/11264, ttl=64 (no response found!)","161"
"360","18.770955350","-53 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=44/11264, ttl=64 (no response found!)","158"
"361","18.772824503","-52 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=44/11264, ttl=64 (reply in 367)","158"
"366","18.919868710","-88 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=86/22016, ttl=64 (request in 358)","172"
"367","18.921157887","-89 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=44/11264, ttl=64 (request in 361)","172"
"368","18.921186918","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=86/22016, ttl=64","161"
"369","18.921879291","-55 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=44/11264, ttl=64","161"
"370","19.409088934","-52 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=87/22272, ttl=64 (reply in 372)","158"
"372","19.486275137","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=87/22272, ttl=64 (request in 370)","161"
"377","19.718824642","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=45/11520, ttl=64 (no response found!)","158"
"378","19.724317857","-52 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=45/11520, ttl=64 (reply in 379)","158"
"379","19.726958221","-54 dBm","192.168.1.101","192.168.1.105","Echo (ping) reply    id=0x08ab, seq=45/11520, ttl=64 (request in 378)","161"
"384","20.405256386","-72 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=88/22528, ttl=64 (no response found!)","172"
"385","20.407480681","-57 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=88/22528, ttl=64 (no response found!)","158"
"386","20.408547966","-58 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=88/22528, ttl=64 (reply in 387)","158"
"387","20.411968283","-52 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=88/22528, ttl=64 (request in 386)","161"
"388","20.411991792","-54 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=88/22528, ttl=64","161"
"389","20.412008967","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=88/22528, ttl=64","161"
"390","20.412024635","-55 dBm","192.168.1.101","192.168.1.109","Echo (ping) reply    id=0x0879, seq=88/22528, ttl=64","161"
"398","21.311064850","-55 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=46/11776, ttl=64 (no response found!)","161"
"401","21.329992809","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=46/11776, ttl=64 (no response found!)","158"
"402","21.330760200","-58 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=46/11776, ttl=64 (no response found!)","158"
"403","21.331887294","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=46/11776, ttl=64 (no response found!)","158"
"404","21.332582226","-57 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=46/11776, ttl=64 (no response found!)","158"
"405","21.335362306","-52 dBm","192.168.1.105","192.168.1.101","Echo (ping) request  id=0x08ab, seq=46/11776, ttl=64 (reply in 414)","158"
"406","21.408847593","-71 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=89/22784, ttl=64 (no response found!)","172"
"407","21.411117748","-57 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=89/22784, ttl=64 (no response found!)","158"
"408","21.411947694","-58 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=89/22784, ttl=64 (no response found!)","158"
"409","21.413275921","-58 dBm","192.168.1.109","192.168.1.101","Echo (ping) request  id=0x0879, seq=89/22784, ttl=64 (reply in 415)","158"
